rank,slug,canonical_name,downloads,installs,stars,source,category,publisher,publisher_verified,certified_name,upstream_url,created_at,updated_at,version,description,description_zh
524,wasu-models,@wasu-media/wasu-models,538,0,0,enterprise,ai-agent,华数传媒,false,,,2026-06-18,2026-08-26,1.0.6,"Wasu AI 平台的 LLM 模型发现、推荐与 Agent 自动配置。覆盖模型能力对比、场景化推荐、API Key 获取，以及将模型写入 OpenCode/Claude Code/WorkBuddy/OpenClaw/Codex/Kilo/Hermes 等 Agent 配置文件。当用户提到""接入 Wasu""""添加华数模型""""配置 Wasu API""""推荐模型""""模型对比""""哪些模型可用""或表达""","Wasu AI 平台的 LLM 模型发现、推荐与 Agent 自动配置。覆盖模型能力对比、场景化推荐、API Key 获取，以及将模型写入 OpenCode/Claude Code/WorkBuddy/OpenClaw/Codex/Kilo/Hermes 等 Agent 配置文件。当用户提到""接入 Wasu""""添加华数模型""""配置 Wasu API""""推荐模型""""模型对比""""哪些模型可用""或表达"""
525,province-score-line,@tencent-adm/province-score-line,538,0,0,enterprise,education,元宝高考通,true,腾讯科技（深圳）有限公司,,2026-05-31,2026-08-25,0.1.2,"An information retrieval assistant for GaoKao regional score lines, designed to help candidates query admission cut-off scores, admission batches, and corres...",高考地区分数线信息检索助手，帮助考生查询录取分数线、录取批次及相应信息。
526,paper-spine1,@org-02qudk26/paper-spine1,537,0,0,enterprise,professional,智雨科技,true,上海智雨千泽科技有限公司,,2026-07-19,2026-08-26,1.0.0,"Use when writing, rewriting, auditing, translating, or building a journal paper,","Use when writing, rewriting, auditing, translating, or building a journal paper,"
527,yiou-demo-to-tech,@org-nbb03iiz/yiou-demo-to-tech,537,0,1,enterprise,dev-programming,亿欧,true,北京亿欧网盟科技有限公司,,2026-06-04,2026-08-25,1.0.0,,
528,tax-knowledge,@org-422lyynw/tax-knowledge,536,0,0,enterprise,professional,柠檬云,true,深圳易财信息技术有限公司,,2026-08-11,2026-08-26,1.0.4,柠檬云AI财税咨询专家Skill，依托国家税务总局、财政部、会计准则等权威财税知识库打造 AI 财税专家，为企业提供可解释、可追溯的财税实务咨询、政策解读与税务合规建议服务。 本 Skill 依托国家税务总局、财政部、会计准则等权威财税知识库打造 AI 财税专家，可针对企业财务、税务与经营过程中的实际问题，提供专业分析、政策依据解读及合规建议，并附带官方文件来源，确保相关结论有据可查。 企业财税咨,柠檬云AI财税咨询专家Skill，依托国家税务总局、财政部、会计准则等权威财税知识库打造 AI 财税专家，为企业提供可解释、可追溯的财税实务咨询、政策解读与税务合规建议服务。 本 Skill 依托国家税务总局、财政部、会计准则等权威财税知识库打造 AI 财税专家，可针对企业财务、税务与经营过程中的实际问题，提供专业分析、政策依据解读及合规建议，并附带官方文件来源，确保相关结论有据可查。 企业财税咨
529,enterprise-bidding-decision-agent,@org-32m5yxyy/enterprise-bidding-decision-agent,536,0,5,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-06-24,2026-08-25,2.0.4,企业投标决策智能助手（知了标讯官方）。当用户给出一个具体的招标项目（公告链接/项目标题/招标文件），并希望进行投标决策相关分析时，必须使用此SKILL：该不该投/值不值得投、投标决策、标前分析、竞争对手预测（谁会来投标）、中标概率评估、报价参考/建议报价、采购方倾向分析、废标风险评估。基于知了标讯全网招中标历史数据输出带结论的决策报告。即使用户没有提到「投标决策」，只要涉及某个具体标该不该投、投标,企业投标决策智能助手（知了标讯官方）。当用户给出一个具体的招标项目（公告链接/项目标题/招标文件），并希望进行投标决策相关分析时，必须使用此SKILL：该不该投/值不值得投、投标决策、标前分析、竞争对手预测（谁会来投标）、中标概率评估、报价参考/建议报价、采购方倾向分析、废标风险评估。基于知了标讯全网招中标历史数据输出带结论的决策报告。即使用户没有提到「投标决策」，只要涉及某个具体标该不该投、投标
530,alice-credit-analysis,@org-r64ixwde/alice-credit-analysis,535,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-03,2026-08-26,1.0.2,调用万得 Alice Agent 的「信用分析」专业技能，可对城投、国企、民企、上市公司、金融机构、房地产、债券发行人等各类企业 / 机构主体做系统化信用研究，覆盖主体信用、行业风险、财务健康度、现金流质量、评级对标、违约概率建模等维度，并集成 Wind 风险评分系统，提供更精准的违约概率评估，适用于主体信用评估、债券发行人分析、违约风险判断和信用风险对比等场景。首次使用前需访问 https://,调用万得 Alice Agent 的「信用分析」专业技能，可对城投、国企、民企、上市公司、金融机构、房地产、债券发行人等各类企业 / 机构主体做系统化信用研究，覆盖主体信用、行业风险、财务健康度、现金流质量、评级对标、违约概率建模等维度，并集成 Wind 风险评分系统，提供更精准的违约概率评估，适用于主体信用评估、债券发行人分析、违约风险判断和信用风险对比等场景。首次使用前需访问 https://
531,tfold-collection-skill,@tencent-adm/tfold-collection-skill,533,0,1,enterprise,professional,腾讯健康组学平台,true,腾讯科技（深圳）有限公司,,2026-06-04,2026-08-25,1.0.4,"腾讯健康组学平台(Omics) - tFold Collection (Nextflow) 公共应用合集专用运行助手。腾讯自研抗体/纳米抗体与抗原复合体结构预测深度学习模型仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：tFold Collection (Nextflow), tfold colle","腾讯健康组学平台(Omics) - tFold Collection (Nextflow) 公共应用合集专用运行助手。腾讯自研抗体/纳米抗体与抗原复合体结构预测深度学习模型仅服务于本合集子应用的导入与运行；其他公共应用、本地 WDL、COS 上的 NF、项目内已有应用请改用 omics-task-skill。 触发词：tFold Collection (Nextflow), tfold colle"
532,zlbx-bidding-persist,@org-32m5yxyy/zlbx-bidding-persist,532,0,4,enterprise,business-ops,知了标讯,true,北京百炼智能科技有限公司,,2026-07-04,2026-08-26,1.0.4,招标中标信息查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析、查询品牌型号历史中标单价/价格趋势、市场分析/行业分析/采购寻源/渠道拓展等采购与投,招标中标信息查询与分析助手。当用户涉及以下任何场景时，必须使用此SKILL：查询招标/中标公告、搜索标讯、查找临期/即将到期项目、商机预测、推荐潜在投标供应商、分析公司主营业务/历史中标、查询公司上下游合作客户与供应商、分析竞争对手/竞对企业、查询Top采购单位/Top中标单位/Top中标品牌、招中标数据统计分析、查询品牌型号历史中标单价/价格趋势、市场分析/行业分析/采购寻源/渠道拓展等采购与投
533,guosen-fund-compare,@guosen-securities/guosen-fund-compare,532,0,1,enterprise,professional,国信证券股份有限公司,true,国信证券股份有限公司,,2026-06-05,2026-08-25,1.0.0,本技能由国信证券股份有限公司研发，提供场外基金多维度对比分析能力，支持从业绩、风险、持仓、基金经理等多个维度对比分析，帮助投资者快速甄别不同基金的优劣势，高效做出基金投资选择。,本技能由国信证券股份有限公司研发，提供场外基金多维度对比分析能力，支持从业绩、风险、持仓、基金经理等多个维度对比分析，帮助投资者快速甄别不同基金的优劣势，高效做出基金投资选择。
534,alice-asset-allocation-strategic-baseline-portfolio,@org-r64ixwde/alice-asset-allocation-strategic-baseline-portfolio,530,0,1,enterprise,professional,万得信息,true,万得信息技术股份有限公司,,2026-07-08,2026-08-26,1.0.1,调用万得 Alice Agent 的「资产配置-战略基准组合(SAA)」专业技能，可制定 3–5 年维度的长期战略资产配置基准组合，结合风险偏好、投资期限、约束条件与长期市场数据，输出大类资产权重、区域目标、指数映射、预期风险收益和再平衡区间，为养老金、家族资产、机构资金和高净值客户建立长期配置框架，并作为行业轮动、战术配置、目标组合构建与再平衡的上游基准。首次使用前需访问 https://ali,调用万得 Alice Agent 的「资产配置-战略基准组合(SAA)」专业技能，可制定 3–5 年维度的长期战略资产配置基准组合，结合风险偏好、投资期限、约束条件与长期市场数据，输出大类资产权重、区域目标、指数映射、预期风险收益和再平衡区间，为养老金、家族资产、机构资金和高净值客户建立长期配置框架，并作为行业轮动、战术配置、目标组合构建与再平衡的上游基准。首次使用前需访问 https://ali
535,coros,@coros/coros,528,0,0,enterprise,ai-agent,COROS,true,广东高驰运动科技有限公司,,2026-05-27,2026-08-25,1.0.1,"Install or refresh the COROS MCP connection inside OpenClaw through the global mcp.coros.com gateway, automatically pinning the connection to the CN, EU, or US cluster selected by the gateway.","Install or refresh the COROS MCP connection inside OpenClaw through the global mcp.coros.com gateway, automatically pinning the connection to the CN, EU, or US cluster selected by the gateway."
536,health-ai-applications,@efficient-technology/health-ai-applications,528,0,0,enterprise,professional,效享网络,true,四川效享网络科技有限公司,,2026-06-06,2026-08-25,1.0.3,AI赋能大健康行业应用技能。为大健康企业提供5层9域62个任务的任务清单与五字段组件清单（必选组件/可选组件/组装顺序/合规约束/格式），涵盖内容创作层（新媒体文案/图片海报/品宣视频）、设计应用层（包装设计/物料设计）、数字营销层（官网优化）、运营管理层（业务管理/售后回复）、教育培训层（课件设计）。每个任务含六类标记的组装顺序、自动化注释、创新方向建议、具体法规合规约束和明确输出格式。支持清单,AI赋能大健康行业应用技能。核心能力：为大健康企业提供5层9域60个任务的自动化执行方案，涵盖内容创作层（新媒体文案/图片海报/品宣视频）、设计应用层（包装设计/物料设计）、数字营销层（官网优化）、运营管理层（业务管理/售后回复）、教育培训层（课件设计）。每个任务包含Domain Payload Generato...
537,madrid-trademark,@huiningip/madrid-trademark,527,0,0,enterprise,professional,佛山辉宁知识产权服务有限公司,true,佛山辉宁知识产权服务有限公司,,2026-07-01,2026-08-25,2.26.0,马德里商标国际注册全流程实务技能，面向中国商标/专利代理师，整合 CNIPA 实务衔接。覆盖国际注册申请、临时驳回与异议应对、续展、变更/转让/分割/合并、规费与单独规费计算、中心攻击转化、缔约方声明与注册状态查询、CNIPA 快速审查。触发词：马德里、madrid、商标国际注册、madrid trademark/protocol/system、国际注册续展/变更/驳回、单独规费、Madrid M,马德里商标国际注册全流程实务技能，面向中国商标/专利代理师，整合 CNIPA 实务衔接。覆盖国际注册申请、临时驳回与异议应对、续展、变更/转让/分割/合并、规费与单独规费计算、中心攻击转化、缔约方声明与注册状态查询、CNIPA 快速审查。触发词：马德里、madrid、商标国际注册、madrid trademark/protocol/system、国际注册续展/变更/驳回、单独规费、Madrid M
